state_name,assembly_constituency_number,assembly_constituency_name,candidate_name,candidate_sex,candidate_age,candidate_category,party_name,secured_votes,percentage_of_votes,total_voters,total_votes_in_state,PERCENT_VOTES_POLLED,candidate_position
Maharashtra,84,Hadgaon,Ahemad A. Gaffar Shaikh,MALE,34,GENERAL,IND,425,0.217059331,279379,195799,70.08364981,9
Maharashtra,84,Hadgaon,Santosh Maroti Boinwad,MALE,37,ST,IND,415,0.211952053,279379,195799,70.08364981,10
Maharashtra,84,Hadgaon,Ghunnar Prakash Vitthalrao,MALE,60,GENERAL,IND,376,0.192033667,279379,195799,70.08364981,11
Maharashtra,84,Hadgaon,Shrinivas Vaijnathrao Potdar,MALE,73,GENERAL,IND,355,0.181308383,279379,195799,70.08364981,12
Maharashtra,84,Hadgaon,Chandrashekhar Uttamrao Kadam,MALE,50,GENERAL,IND,256,0.130746327,279379,195799,70.08364981,13
Maharashtra,84,Hadgaon,Tryambakrao Shankarrao Deshmukh,MALE,39,GENERAL,IND,244,0.124617593,279379,195799,70.08364981,14
Maharashtra,84,Hadgaon,Ha. Bha. Pa. Pracharya S.G. Chavan Unchadkar,MALE,70,GENERAL,IND,225,0.114913764,279379,195799,70.08364981,15
Maharashtra,84,Hadgaon,Tiwhale Govind Sogaji,MALE,66,SC,RBS,224,0.114403036,279379,195799,70.08364981,16
Maharashtra,85,Bhokar,Ashokrao Shankarrao Chavan,MALE,60,GENERAL,INC,140559,67.77782064,279004,207382,74.3294003,1
Maharashtra,85,Bhokar,Shrinivas alias Bapusaheb Deshmukh Gorthekar,MALE,70,GENERAL,BJP,43114,20.78965388,279004,207382,74.3294003,2
Maharashtra,85,Bhokar,Ayalwad Namdev Nagorao,MALE,36,GENERAL,VBA,17813,8.589462923,279004,207382,74.3294003,3
Maharashtra,85,Bhokar,Bhagwan Bhimrao Kadam,MALE,38,GENERAL,SBBGP,2069,0.997675787,279004,207382,74.3294003,4
Maharashtra,85,Bhokar,NOTA,NOTA,0,NOTA,NOTA,1297,0.625415899,279004,207382,74.3294003,5
Maharashtra,85,Bhokar,Ratnakar S/o Shamrao Taru,MALE,40,SC,BSP,1240,0.597930389,279004,207382,74.3294003,6
Maharashtra,85,Bhokar,Paparao Pandit Chavan,MALE,39,GENERAL,IND,956,0.460985042,279004,207382,74.3294003,7
Maharashtra,85,Bhokar,Balaprasad Narayan Lingampalle,MALE,39,GENERAL,IND,334,0.161055444,279004,207382,74.3294003,8
Maharashtra,86,Nanded North,Balaji Devidasrao Kalyankar,MALE,39,GENERAL,SHS,62884,33.18399375,313523,189501,60.44245558,1
Maharashtra,86,Nanded North,D. P. Savant,MALE,60,GENERAL,INC,50778,26.79563696,313523,189501,60.44245558,2
Maharashtra,86,Nanded North,Feroz Lala,MALE,44,GENERAL,AIMIM,41892,22.10647965,313523,189501,60.44245558,3
Maharashtra,86,Nanded North,Mukundrao Narharrao Chawre,MALE,58,SC,VBA,26569,14.02050649,313523,189501,60.44245558,4
Maharashtra,86,Nanded North,Dr. Prakash Govindrao Bagate,MALE,56,GENERAL,BSP,1105,0.583110379,313523,189501,60.44245558,5
Maharashtra,86,Nanded North,NOTA,NOTA,0,NOTA,NOTA,940,0.496039599,313523,189501,60.44245558,6
Maharashtra,86,Nanded North,Sandip Renukadasrao Pande,MALE,43,GENERAL,PHJSP,630,0.332452071,313523,189501,60.44245558,7
Maharashtra,86,Nanded North,Shrikant Laxmanrao Gaikwad,MALE,61,SC,IND,601,0.317148722,313523,189501,60.44245558,8
Maharashtra,86,Nanded North,Gangadhar Satwaji Fugare,MALE,45,GENERAL,MNS,502,0.264906254,313523,189501,60.44245558,9
Maharashtra,86,Nanded North,Adv. Mohammad Naveed Pathan,MALE,40,GENERAL,IND,477,0.251713711,313523,189501,60.44245558,10
Maharashtra,86,Nanded North,Imran Bashar,MALE,38,GENERAL,BAHUMP,423,0.223217819,313523,189501,60.44245558,11
Maharashtra,86,Nanded North,Sahebrao Nagorao Gundile,MALE,45,SC,IND,374,0.197360436,313523,189501,60.44245558,12
Maharashtra,86,Nanded North,Suryakant Namdev Tadalapurkar,MALE,40,SC,IND,302,0.159365914,313523,189501,60.44245558,13
Maharashtra,86,Nanded North,Joshi Sudhakar Devidas,MALE,49,GENERAL,IND,278,0.146701073,313523,189501,60.44245558,14
Maharashtra,86,Nanded North,Nitish Urf Bandu Pawade,MALE,27,GENERAL,IND,248,0.130870022,313523,189501,60.44245558,15
Maharashtra,86,Nanded North,Mohammad Ali Mohammad Rahimoddin,MALE,40,GENERAL,IND,207,0.109234252,313523,189501,60.44245558,16
Maharashtra,86,Nanded North,Rajesh Pimple,MALE,37,SC,IUML,200,0.10554034,313523,189501,60.44245558,17
Maharashtra,86,Nanded North,Gajbhare Sahebrao Bhiva,MALE,46,SC,IND,175,0.092347798,313523,189501,60.44245558,18
Maharashtra,86,Nanded North,Sagar Maroti Jadhav,FEMALE,39,SC,IND,161,0.084959974,313523,189501,60.44245558,19
Maharashtra,86,Nanded North,Rohit Dattatreya Aadekar,MALE,28,SC,BMUP,151,0.079682957,313523,189501,60.44245558,20
Maharashtra,86,Nanded North,Sugat Dattrao Pundge,MALE,41,SC,BVA,150,0.079155255,313523,189501,60.44245558,21
Maharashtra,86,Nanded North,Jaideep Subhash Paithane,MALE,32,SC,IND,138,0.072822835,313523,189501,60.44245558,22
Maharashtra,86,Nanded North,Sopan Balajirao Nevhal,MALE,28,GENERAL,RASMARP,132,0.069656625,313523,189501,60.44245558,23
Maharashtra,86,Nanded North,M.Aa. Sadeeq M.Aa. Rajak,MALE,52,GENERAL,ANC,117,0.061741099,313523,189501,60.44245558,24
Maharashtra,86,Nanded North,Sambhaji Dasharath Shinde,MALE,72,SC,IND,67,0.035356014,313523,189501,60.44245558,25
Maharashtra,87,Nanded South,Mohanrao Marotrao Hambarde,MALE,56,GENERAL,INC,46943,25.67773061,285122,182816,64.11851769,1
Maharashtra,87,Nanded South,Deelip Venkatrao Kandkurte,MALE,57,GENERAL,IND,43351,23.71291353,285122,182816,64.11851769,2
Maharashtra,87,Nanded South,Rajshri Hemant Patil,FEMALE,47,GENERAL,SHS,37066,20.27503063,285122,182816,64.11851769,3
Maharashtra,87,Nanded South,Farukh Ahemad Iqbal Ahemad,MALE,46,GENERAL,VBA,26713,14.61195957,285122,182816,64.11851769,4
Maharashtra,87,Nanded South,Mohammad Saber Chaus,MALE,45,GENERAL,AIMIM,20122,11.00669526,285122,182816,64.11851769,5
Maharashtra,87,Nanded South,NOTA,NOTA,0,NOTA,NOTA,788,0.431034483,285122,182816,64.11851769,6
Maharashtra,87,Nanded South,Latifkhan Peerkhan Pathan,MALE,34,GENERAL,IND,760,0.415718537,285122,182816,64.11851769,7
Maharashtra,87,Nanded South,Md. Akhmaloddin Alias Adv. Arshad Ghiyasoddin,MALE,35,GENERAL,IND,675,0.3692237,285122,182816,64.11851769,8
Maharashtra,87,Nanded South,Vishwanath Ramji Dhotre,MALE,54,SC,BSP,637,0.348437773,285122,182816,64.11851769,9
Maharashtra,87,Nanded South,Sayed Tanveer,MALE,36,GENERAL,IND,389,0.212782251,285122,182816,64.11851769,10
Maharashtra,87,Nanded South,Shey Maula Shey Usman,MALE,45,GENERAL,IND,332,0.181603361,285122,182816,64.11851769,11
Maharashtra,87,Nanded South,Shaikh Sajid,MALE,48,GENERAL,BAHUMP,321,0.175586382,285122,182816,64.11851769,12
Maharashtra,87,Nanded South,Shivanand Ashokrao Deshmukh,MALE,30,GENERAL,IND,319,0.174492386,285122,182816,64.11851769,13
Maharashtra,87,Nanded South,Ashok Ananda Waghmare,MALE,27,SC,IND,308,0.168475407,285122,182816,64.11851769,14
Maharashtra,87,Nanded South,Karnasingh Gurucharansingh Chandan,MALE,27,GENERAL,IND,307,0.167928409,285122,182816,64.11851769,15
Maharashtra,87,Nanded South,Dr. Dasrao Raosaheb Deshmukh,MALE,76,GENERAL,IND,306,0.167381411,285122,182816,64.11851769,16
Maharashtra,87,Nanded South,Nayyar Janha Mahamad Feroz Hussain,FEMALE,25,GENERAL,IND,302,0.165193419,285122,182816,64.11851769,17
Maharashtra,87,Nanded South,Dhavle Suresh Baliram,MALE,47,SC,IND,302,0.165193419,285122,182816,64.11851769,18
Maharashtra,87,Nanded South,Balasaheb Dagadu Jadhav,MALE,43,GENERAL,SBBGP,267,0.146048486,285122,182816,64.11851769,19
Maharashtra,87,Nanded South,Altaf Ahmed,MALE,53,GENERAL,IUML,252,0.137843515,285122,182816,64.11851769,20
Maharashtra,87,Nanded South,Suresh Rajesh Gomsale,MALE,32,SC,IND,232,0.126903553,285122,182816,64.11851769,21
Maharashtra,87,Nanded South,Zafar Ali Khan,MALE,74,GENERAL,IND,209,0.114322598,285122,182816,64.11851769,22
Maharashtra,87,Nanded South,Shiakh Muneer,MALE,45,GENERAL,IND,197,0.107758621,285122,182816,64.11851769,23
Maharashtra,87,Nanded South,Abdul Rais Ahemad,MALE,52,GENERAL,ANC,192,0.10502363,285122,182816,64.11851769,24
Maharashtra,87,Nanded South,Prakash Kallappa Koudge,MALE,52,GENERAL,IND,192,0.10502363,285122,182816,64.11851769,25
Maharashtra,87,Nanded South,Shaikh Farukh,MALE,45,GENERAL,IND,188,0.102835638,285122,182816,64.11851769,26
Maharashtra,87,Nanded South,Jaikumar Gopinath Doibale,MALE,29,SC,IND,143,0.078220725,285122,182816,64.11851769,27
Maharashtra,87,Nanded South,Rajesh Rameshrao More,MALE,25,GENERAL,IND,127,0.069468755,285122,182816,64.11851769,28
Maharashtra,87,Nanded South,Panchphula Chandrakant Taru,FEMALE,38,SC,IND,112,0.061263784,285122,182816,64.11851769,29
Maharashtra,87,Nanded South,Milind Siddharth Sitale,MALE,34,SC,IND,106,0.057981796,285122,182816,64.11851769,30
Maharashtra,87,Nanded South,Mohammad Nadeem Mohammad Iqbal,MALE,37,GENERAL,IND,95,0.051964817,285122,182816,64.11851769,31
Maharashtra,87,Nanded South,Gani Sk Rasool M,MALE,48,GENERAL,IND,90,0.049229827,285122,182816,64.11851769,32
Maharashtra,87,Nanded South,Nitin Vijay Bansode,MALE,38,SC,IND,82,0.044853842,285122,182816,64.11851769,33
Maharashtra,87,Nanded South,Mahammad Mujahid Mahammad Khaja,MALE,44,GENERAL,IND,73,0.039930859,285122,182816,64.11851769,34
Maharashtra,87,Nanded South,Mudsaruddin Alimuddin,MALE,40,GENERAL,IND,73,0.039930859,285122,182816,64.11851769,35
Maharashtra,87,Nanded South,Rauf Abdul Wahed Abdul,MALE,63,GENERAL,IND,67,0.036648871,285122,182816,64.11851769,36
Maharashtra,87,Nanded South,Sambhaji Dashrath Shinde,MALE,72,SC,IND,67,0.036648871,285122,182816,64.11851769,37
Maharashtra,87,Nanded South,Mansoor Khan Maheboob Khan,MALE,51,GENERAL,IND,64,0.035007877,285122,182816,64.11851769,38
Maharashtra,87,Nanded South,Sajeer Rashid Mohammad,MALE,41,GENERAL,IND,47,0.02570891,285122,182816,64.11851769,39
Maharashtra,88,Loha,Shyamsundar Shinde,MALE,64,GENERAL,PWPI,101668,52.76109915,274323,192695,70.24383665,1
Maharashtra,88,Loha,Shivkumar Narayanrao Narangale,MALE,42,GENERAL,VBA,37306,19.3601287,274323,192695,70.24383665,2
Maharashtra,88,Loha,Dhondge Mukteshwar Keshavrao,MALE,48,GENERAL,SHS,30965,16.06943616,274323,192695,70.24383665,3
Maharashtra,88,Loha,Dilip Shankaranna Dhondge,MALE,38,GENERAL,NCP,14517,7.533667194,274323,192695,70.24383665,4
Maharashtra,88,Loha,Subhash Bhagwan Kolhe,MALE,30,GENERAL,SBBGP,2559,1.328005397,274323,192695,70.24383665,5
Maharashtra,88,Loha,Pandurang Tolaba Wanne,MALE,50,SC,IND,1700,0.882223202,274323,192695,70.24383665,6
Maharashtra,88,Loha,NOTA,NOTA,0,NOTA,NOTA,1249,0.648174576,274323,192695,70.24383665,7
Maharashtra,88,Loha,Hanmant Raghunath Wadwale,MALE,49,GENERAL,BSP,1118,0.580191494,274323,192695,70.24383665,8
Maharashtra,88,Loha,Bharat Babarao Kopnar,MALE,30,GENERAL,IND,634,0.329017359,274323,192695,70.24383665,9
Maharashtra,88,Loha,Rukminbai Shankarrao Gite,FEMALE,57,GENERAL,JD(S),518,0.268818599,274323,192695,70.24383665,10
Maharashtra,88,Loha,Rangnath Bapurao Gajale,MALE,27,SC,IND,461,0.239238174,274323,192695,70.24383665,11
Maharashtra,89,Naigaon,Rajesh Pawar,MALE,47,GENERAL,BJP,117750,56.06849165,283413,210011,74.10069404,1
Maharashtra,89,Naigaon,Chavan Vasantrao Balwantrao,MALE,64,GENERAL,INC,63366,30.17270524,283413,210011,74.10069404,2
Maharashtra,89,Naigaon,Marotrao Vyankatrao Kawale Guruji,MALE,53,GENERAL,VBA,23005,10.95418811,283413,210011,74.10069404,3
Maharashtra,89,Naigaon,Aniket Amrutrao Shinde,MALE,26,GENERAL,SBBGP,1221,0.581398117,283413,210011,74.10069404,4
Maharashtra,89,Naigaon,NOTA,NOTA,0,NOTA,NOTA,960,0.457118913,283413,210011,74.10069404,5
Maharashtra,89,Naigaon,Ajaj Najirsab Sayyad,MALE,26,GENERAL,AIMIM,954,0.45426192,283413,210011,74.10069404,6
Maharashtra,89,Naigaon,Sayyad Haidar Sayyad Rajjaq,MALE,35,GENERAL,IND,698,0.332363543,283413,210011,74.10069404,7
Maharashtra,89,Naigaon,Havgirao Sambhaji Honshette,MALE,64,GENERAL,IND,659,0.313793087,283413,210011,74.10069404,8
Maharashtra,89,Naigaon,Babarao Laxmanrao Dongaonkar,MALE,45,SC,NSPU,404,0.192370876,283413,210011,74.10069404,9
Maharashtra,89,Naigaon,Digambar Hulappa Ramlod,MALE,27,GENERAL,IND,305,0.145230488,283413,210011,74.10069404,10
Maharashtra,89,Naigaon,Shankar Poshatti Shamante,MALE,60,GENERAL,IND,301,0.143325826,283413,210011,74.10069404,11
Maharashtra,89,Naigaon,Kailas Subhash Bhalerao,MALE,33,SC,IND,221,0.105232583,283413,210011,74.10069404,12
Maharashtra,89,Naigaon,Varsharani Baburao Namwad,FEMALE,34,SC,BHAPRAP,167,0.079519644,283413,210011,74.10069404,13
Maharashtra,90,Deglur ,Antapurkar Raosaheb Jayvanta,MALE,62,SC,INC,89407,50.19171284,291870,178131,61.03093843,1
Maharashtra,90,Deglur ,Sabne Subhash Pirajirao,MALE,49,SC,SHS,66974,37.59817213,291870,178131,61.03093843,2
Maharashtra,90,Deglur ,Ramchandra Gangaram Bharande,MALE,43,SC,VBA,12057,6.76861411,291870,178131,61.03093843,3
Maharashtra,90,Deglur ,Balaji Baliram Bande,MALE,55,SC,IND,3523,1.977757942,291870,178131,61.03093843,4
Maharashtra,90,Deglur ,NOTA,NOTA,0,NOTA,NOTA,1676,0.940880588,291870,178131,61.03093843,5
Maharashtra,90,Deglur ,Savitribai Kamble Nagnikar,FEMALE,45,SC,BSP,1365,0.766289978,291870,178131,61.03093843,6
Maharashtra,90,Deglur ,Ramchandra Laloo Vananje,MALE,58,SC,IND,1001,0.561945984,291870,178131,61.03093843,7
Maharashtra,90,Deglur ,Balwant Rajaram Gajbhare,MALE,37,SC,IND,846,0.474931371,291870,178131,61.03093843,8
Maharashtra,90,Deglur ,Vimal Baburao Wagmare,FEMALE,42,SC,NSPU,659,0.369952451,291870,178131,61.03093843,9
Maharashtra,90,Deglur ,Bhimrao Narayan Gaikwad,MALE,59,SC,IND,623,0.349742605,291870,178131,61.03093843,10
Maharashtra,91,Mukhed,Tushar Govindrao Rathod,MALE,40,GENERAL,BJP,102573,55.14262367,283183,186014,65.68685267,1
Maharashtra,91,Mukhed,Bhausaheb Khushalrao Patil,MALE,49,GENERAL,INC,70710,38.01326782,283183,186014,65.68685267,2
Maharashtra,91,Mukhed,Jivan Vithalrao Daregawe,MALE,50,GENERAL,VBA,8756,4.707172578,283183,186014,65.68685267,3
Maharashtra,91,Mukhed,Balaji Janardhan Aaglave,MALE,45,GENERAL,SBBGP,1683,0.904770609,283183,186014,65.68685267,4
Maharashtra,91,Mukhed,Jitendra Dashrath Waghmare,MALE,43,SC,BSP,1218,0.654789424,283183,186014,65.68685267,5
Maharashtra,91,Mukhed,NOTA,NOTA,0,NOTA,NOTA,1074,0.577375896,283183,186014,65.68685267,6
Maharashtra,92,Basmath,Chandrakant Alias Rajubhaiyya Ramakant Nawghare,MALE,38,GENERAL,NCP,75321,34.59328627,292304,217733,74.48854617,1
Maharashtra,92,Basmath,Adv. Shivaji Munjajirao Jadhav,MALE,58,GENERAL,IND,67070,30.80378261,292304,217733,74.48854617,2
Maharashtra,92,Basmath,Mundada Jaiprakash Shankarlal,MALE,69,GENERAL,SHS,41557,19.08622028,292304,217733,74.48854617,3
Maharashtra,92,Basmath,Shaikh Farid Alias Munir Isak Patel,MALE,61,GENERAL,VBA,25397,11.66428608,292304,217733,74.48854617,4
Maharashtra,92,Basmath,NOTA,NOTA,0,NOTA,NOTA,1957,0.898807255,292304,217733,74.48854617,5
Maharashtra,92,Basmath,Gautam Marotrao Dipke,MALE,37,SC,BSP,1177,0.540570332,292304,217733,74.48854617,6
Maharashtra,92,Basmath,Avez Ansari,MALE,52,GENERAL,ANC,933,0.428506474,292304,217733,74.48854617,7
Maharashtra,92,Basmath,Kondiba Gounaji Maske,MALE,52,SC,APoI,911,0.418402355,292304,217733,74.48854617,8
Maharashtra,92,Basmath,Balasaheb Desai Deshmukh,MALE,51,GENERAL,IND,843,0.387171444,292304,217733,74.48854617,9
Maharashtra,92,Basmath,Jadhav Shivaji Nandu,MALE,47,GENERAL,IND,812,0.372933823,292304,217733,74.48854617,10
Maharashtra,92,Basmath,Raghunath Subhanji Suryawanshi,MALE,52,GENERAL,IND,747,0.343080746,292304,217733,74.48854617,11
Maharashtra,92,Basmath,Jadhav Shivaji Dhanju,MALE,53,GENERAL,IND,528,0.24249884,292304,217733,74.48854617,12
Maharashtra,92,Basmath,Ashok (Samrat) Sambhaji Gaikwad,MALE,33,SC,IND,480,0.220453491,292304,217733,74.48854617,13
Maharashtra,93,Kalamnuri,Bangar Santosh Laxmanrao,MALE,39,GENERAL,SHS,82515,39.04113478,305506,211354,69.18162,1
Maharashtra,93,Kalamnuri,Ajit Magar,MALE,44,GENERAL,VBA,66137,31.2920503,305506,211354,69.18162,2
Maharashtra,93,Kalamnuri,Dr. Santosh Kautika Tarfe,MALE,43,ST,INC,57544,27.22635957,305506,211354,69.18162,3
Maharashtra,93,Kalamnuri,NOTA,NOTA,0,NOTA,NOTA,1247,0.590005394,305506,211354,69.18162,4
Maharashtra,93,Kalamnuri,Tarfe Santosh Ambadas,MALE,29,ST,IND,1088,0.514776158,305506,211354,69.18162,5
Maharashtra,93,Kalamnuri,Mushtak Esak Shaikh,MALE,35,GENERAL,ANC,1078,0.510044759,305506,211354,69.18162,6
Maharashtra,93,Kalamnuri,Piraji Gangaram Ingole,MALE,53,SC,BSP,1001,0.473612991,305506,211354,69.18162,7
Maharashtra,93,Kalamnuri,Paikrao Ashok Wamanrao,MALE,61,SC,IND,744,0.352016049,305506,211354,69.18162,8
Maharashtra,94,Hingoli,Tanhaji Sakharamji Mutkule,MALE,58,GENERAL,BJP,95318,47.58310495,312431,200319,64.11623687,1
Maharashtra,94,Hingoli,Patil Bhaurao Baburao,MALE,63,GENERAL,INC,71253,35.56976622,312431,200319,64.11623687,2
Maharashtra,94,Hingoli,Vasim Deshmukh,MALE,35,GENERAL,VBA,19856,9.912190057,312431,200319,64.11623687,3
Maharashtra,94,Hingoli,Adv.Vijay Dnyanba Raut,MALE,35,GENERAL,PHJSP,4646,2.319300715,312431,200319,64.11623687,4
Maharashtra,94,Hingoli,Asaraji (Pappu) Suresh Chavan,MALE,38,GENERAL,IND,1733,0.865120133,312431,200319,64.11623687,5
Maharashtra,94,Hingoli,Suresh Mohan Gaikwad,MALE,39,GENERAL,BSP,1567,0.782252308,312431,200319,64.11623687,6
Maharashtra,94,Hingoli,NOTA,NOTA,0,NOTA,NOTA,1369,0.683409961,312431,200319,64.11623687,7
Maharashtra,94,Hingoli,Muktarodin Azizodin Shekh,MALE,66,GENERAL,IND,967,0.482730046,312431,200319,64.11623687,8
Maharashtra,94,Hingoli,Raavan alias Ramesh Punjaji Dhabe,MALE,41,SC,APoI,845,0.421827186,312431,200319,64.11623687,9
Maharashtra,94,Hingoli,Ganesh Govindrao Wankhede,MALE,59,GENERAL,BHJSRP,655,0.326978469,312431,200319,64.11623687,10
Maharashtra,94,Hingoli,Sayyed A. Khadir Sayyed Mastan (Goregaonkar),MALE,46,GENERAL,IND,622,0.310504745,312431,200319,64.11623687,11
Maharashtra,94,Hingoli,Vinod Keshavrao Paratwar,MALE,66,GENERAL,IND,526,0.262581183,312431,200319,64.11623687,12
Maharashtra,94,Hingoli,Sunil Dasharath Ingole,MALE,39,SC,BAHUMP,345,0.172225301,312431,200319,64.11623687,13
Maharashtra,94,Hingoli,Prakash Mahadu Raut,MALE,49,GENERAL,IND,325,0.162241225,312431,200319,64.11623687,14
Maharashtra,94,Hingoli,Adv. Sadashiv Yadavrao Hatkar,MALE,45,SC,BVA,292,0.145767501,312431,200319,64.11623687,15
Maharashtra,95,Jintur,Bordikar Meghna Deepak Sakore,FEMALE,39,GENERAL,BJP,116913,45.46366617,350923,257157,73.28017827,1
Maharashtra,95,Jintur,Bhambale Vijay Manikrao,MALE,45,GENERAL,NCP,113196,44.01824566,350923,257157,73.28017827,2
Maharashtra,95,Jintur,Manohar Rustum Wakle,MALE,41,SC,VBA,13172,5.122162725,350923,257157,73.28017827,3
Maharashtra,95,Jintur,Patil Ram Sukhdev,MALE,52,GENERAL,IND,4727,1.838176678,350923,257157,73.28017827,4
Maharashtra,95,Jintur,Ankush Sitaram Rathod,MALE,29,GENERAL,CPI,1792,0.696850562,350923,257157,73.28017827,5
Maharashtra,95,Jintur,NOTA,NOTA,0,NOTA,NOTA,1460,0.567746552,350923,257157,73.28017827,6
Maharashtra,95,Jintur,Rajesh Bhagwanrao Bhise,MALE,40,SC,IND,1366,0.531193007,350923,257157,73.28017827,7
Maharashtra,95,Jintur,Gaikwad Dinkar Dharoji,MALE,29,SC,BAHUMP,1216,0.472862881,350923,257157,73.28017827,8
Maharashtra,95,Jintur,Devanand Shamrao Ratne,MALE,51,GENERAL,IND,837,0.325482098,350923,257157,73.28017827,9
Maharashtra,95,Jintur,Ghansawadh Rajendra Sahaduji,MALE,46,SC,BSP,791,0.307594193,350923,257157,73.28017827,10
Maharashtra,95,Jintur,Balaji Madhavrao Shinde,MALE,52,GENERAL,SBBGP,578,0.224765416,350923,257157,73.28017827,11
Maharashtra,95,Jintur,Dnyandev Narayanrao Dabhade,MALE,68,SC,IND,433,0.168379628,350923,257157,73.28017827,12
Maharashtra,95,Jintur,Mahendra Bajirao Kale,MALE,38,SC,ANC,388,0.15088059,350923,257157,73.28017827,13
Maharashtra,95,Jintur,Syed Javed Hashmi Syed Amir Hashmi,MALE,60,GENERAL,IND,288,0.11199384,350923,257157,73.28017827,14
Maharashtra,96,Parbhani ,DR. RAHUL VEDPRAKASH PATIL,MALE,44,GENERAL,SHS,104584,54.3971705,306460,192260,62.73575671,1
Maharashtra,96,Parbhani ,MOHAMMAD GOUSE ZAIN,MALE,43,GENERAL,VBA,22794,11.85582024,306460,192260,62.73575671,2
Maharashtra,96,Parbhani ,ALI KHAN MOIN KHAN,MALE,36,GENERAL,AIMIM,22741,11.82825341,306460,192260,62.73575671,3
Maharashtra,96,Parbhani ,SURESH KUNDLIKRAO NAGRE,MALE,40,GENERAL,IND,18431,9.586497451,306460,192260,62.73575671,4
Maharashtra,96,Parbhani ,DESHMUKH RAVIRAJ ASHOKRAO,MALE,38,GENERAL,INC,15580,8.103609695,306460,192260,62.73575671,5
Maharashtra,96,Parbhani ,SACHIN BHIMRAO PATIL,MALE,33,GENERAL,MNS,1917,0.997087278,306460,192260,62.73575671,6
Maharashtra,96,Parbhani ,NOTA,NOTA,0,NOTA,NOTA,1586,0.824924581,306460,192260,62.73575671,7
Maharashtra,96,Parbhani ,PRATIBHA PRAMOD MESHRAM,FEMALE,43,SC,BSP,848,0.441069385,306460,192260,62.73575671,8
Maharashtra,96,Parbhani ,VINOD ANNA RANGNATHARAO BHOSALE,MALE,44,GENERAL,BMUP,717,0.372932487,306460,192260,62.73575671,9
Maharashtra,96,Parbhani ,SANGITA PRABHAKAR JAGADE,FEMALE,35,GENERAL,IND,704,0.36617081,306460,192260,62.73575671,10
Maharashtra,96,Parbhani ,BODHANE SHIVLING MAHADAPA,MALE,46,GENERAL,PHJSP,554,0.288151462,306460,192260,62.73575671,11
Maharashtra,96,Parbhani ,SHAMIM KHAN NASEER KHAN,MALE,26,GENERAL,IND,465,0.241859981,306460,192260,62.73575671,12
Maharashtra,96,Parbhani ,GOVIND (BHAIYA) RAMRAO DESHMUKH PEDGAONKAR,MALE,37,GENERAL,IND,462,0.240299594,306460,192260,62.73575671,13
Maharashtra,96,Parbhani ,ADV. AFZAL BAIG SAHAB,MALE,47,GENERAL,IND,377,0.19608863,306460,192260,62.73575671,14
Maharashtra,96,Parbhani ,ABDUL ZAMEER JAMMU BOSS,MALE,47,GENERAL,IND,257,0.133673151,306460,192260,62.73575671,15
Maharashtra,96,Parbhani ,SK. ALI SK. NABI,MALE,41,GENERAL,IND,243,0.126391345,306460,192260,62.73575671,16
Maharashtra,97,Gangakhed,RATNAKAR MANIKRAO GUTTE,MALE,61,GENERAL,RSPS,81169,30.07172549,389421,269918,69.31264621,1
Maharashtra,97,Gangakhed,KADAM VISHAL VIJAYKUMAR,MALE,38,GENERAL,SHS,63111,23.38154551,389421,269918,69.31264621,2
Maharashtra,97,Gangakhed,SITARAM CHIMAJI GHANDAT,MALE,78,SC,IND,52247,19.35661942,389421,269918,69.31264621,3
Maharashtra,97,Gangakhed,KARUNABAI BALASAHEB KUNDGIR,FEMALE,50,GENERAL,VBA,28837,10.68361502,389421,269918,69.31264621,4
Maharashtra,97,Gangakhed,SANTOSH TRIMBAK MURKUTE,MALE,41,GENERAL,IND,22955,8.50443468,389421,269918,69.31264621,5
Maharashtra,97,Gangakhed,DR. KENDRE MADHUSUDAN MANIKRAO,MALE,54,GENERAL,NCP,8204,3.039441608,389421,269918,69.31264621,6
Maharashtra,97,Gangakhed,VITHTHAL KONDIBA JAWADE,MALE,69,SC,MNS,4079,1.511199698,389421,269918,69.31264621,7
Maharashtra,97,Gangakhed,ADV. SANJIV DEVRAO PRADHAN,MALE,45,SC,IND,1732,0.641676361,389421,269918,69.31264621,8
Maharashtra,97,Gangakhed,NOTA,NOTA,0,NOTA,NOTA,1601,0.593143103,389421,269918,69.31264621,9
Maharashtra,97,Gangakhed,GAJANAN DIGAMBAR GIRI,MALE,44,GENERAL,BVA,1329,0.492371757,389421,269918,69.31264621,10
Maharashtra,97,Gangakhed,TUKARAM TATERAO VHAWALE,MALE,45,SC,IND,1131,0.419016146,389421,269918,69.31264621,11
Maharashtra,97,Gangakhed,BALAJI MAROTI SAGAR,MALE,65,GENERAL,IND,1036,0.383820271,389421,269918,69.31264621,12
Maharashtra,97,Gangakhed,SAKHARAM GYANABA BOBDE,MALE,44,GENERAL,MHBHVCAG,722,0.267488645,389421,269918,69.31264621,13
Maharashtra,97,Gangakhed,KHANDARE DEVRAO GANPATRAO,MALE,51,SC,BSP,692,0.256374158,389421,269918,69.31264621,14
Maharashtra,97,Gangakhed,AJAHAR SHAIKH MEHTAB SHAIKH,MALE,37,GENERAL,IND,568,0.21043428,389421,269918,69.31264621,15
Maharashtra,97,Gangakhed,GAJANAN BABURAO MARGIL,MALE,49,GENERAL,IND,505,0.187093858,389421,269918,69.31264621,16
